"rows";"cols";"tiles";"n_tiles"
"36";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [9, 1], [13, 1], [17, 1], [17, 1], [18, 1], [17, 2], [18, 2], [35, 6], [35, 15]]";"20"
"39";"28";"[[1, 1], [1, 1], [1, 1], [1, 1], [5, 1], [5, 1], [12, 1], [12, 1], [24, 1], [25, 1], [5, 2], [7, 2], [18, 2], [25, 3], [24, 4], [24, 6], [9, 7], [12, 8], [11, 11], [25, 14]]";"20"
"24";"15";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [7, 1], [7, 1], [11, 1], [12, 1], [16, 1], [16, 1], [2, 2], [5, 2], [7, 2], [15, 3], [7, 4], [9, 4], [15, 5], [9, 7]]";"20"
"40";"17";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [8, 1], [10, 1], [12, 1], [13, 1], [15, 1], [15, 1], [15, 1], [39, 1], [2, 2], [4, 2], [8, 3], [12, 4], [16, 12], [22, 12]]";"20"
"32";"38";"[[2, 1], [2, 1], [2, 1], [5, 1], [8, 1], [8, 1], [14, 1], [16, 1], [3, 2], [11, 2], [16, 2], [10, 4], [16, 4], [14, 5], [16, 5], [11, 7], [9, 8], [12, 10], [16, 14], [22, 16]]";"20"
"40";"26";"[[13, 1], [16, 1], [16, 1], [20, 1], [26, 1], [26, 1], [3, 2], [3, 2], [6, 2], [6, 2], [8, 2], [10, 2], [19, 2], [26, 2], [39, 2], [5, 3], [19, 4], [20, 4], [19, 10], [23, 14]]";"20"
"30";"36";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [14, 1], [15, 1], [9, 4], [14, 4], [8, 6], [19, 6], [13, 8], [11, 9], [16, 14], [22, 16]]";"20"
"29";"21";"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [8, 1], [9, 1], [12, 1], [13, 1], [15, 1], [16, 1], [16, 1], [7, 2], [7, 2], [13, 4], [11, 6], [15, 7], [17, 8], [13, 9]]";"20"
"14";"40";"[[1, 1], [3, 1], [4, 1], [4, 1], [7, 1], [14, 1], [36, 1], [2, 2], [2, 2], [7, 2], [5, 3], [6, 3], [4, 4], [5, 4], [5, 4], [10, 4], [18, 4], [22, 4], [17, 5], [19, 5]]";"20"
"18";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [5, 1], [5, 1], [9, 1], [9, 1], [11, 1], [11, 1], [14, 1], [16, 1], [5, 2], [7, 2], [16, 2], [16, 4], [16, 8]]";"20"
"14";"26";"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [6, 1], [16, 1], [18, 1], [2, 2], [3, 2], [6, 2], [16, 2], [6, 3], [15, 3], [16, 3], [10, 4], [16, 4], [6, 5]]";"20"
"16";"37";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [33, 1], [5, 2], [37, 2], [4, 3], [5, 4], [7, 4], [7, 4], [14, 4], [33, 9]]";"20"
"27";"23";"[[7, 1], [7, 1], [7, 1], [7, 1], [8, 1], [11, 1], [11, 1], [11, 1], [16, 1], [11, 2], [16, 2], [16, 2], [6, 3], [6, 3], [10, 3], [6, 4], [11, 5], [7, 6], [15, 8], [13, 11]]";"20"
"36";"16";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [10, 1], [11, 1], [15, 1], [24, 1], [2, 2], [3, 2], [10, 2], [9, 3], [25, 3], [13, 4], [22, 4], [24, 4], [33, 4]]";"20"
"10";"27";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [8, 1], [9, 1], [10, 1], [16, 1], [17, 1], [4, 2], [16, 3], [4, 4], [7, 4], [21, 4]]";"20"
"30";"27";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [7, 1], [7, 1], [11, 1], [15, 1], [4, 2], [4, 2], [8, 2], [14, 2], [11, 3], [23, 14], [21, 16]]";"20"
"33";"39";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [5, 1], [6, 1], [10, 1], [16, 1], [16, 1], [2, 2], [4, 2], [6, 2], [14, 2], [4, 3], [4, 4], [9, 4], [16, 6], [22, 16], [39, 17]]";"20"
"19";"31";"[[2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [10, 1], [16, 2], [20, 2], [8, 3], [16, 3], [8, 5], [9, 8], [16, 16]]";"20"
"23";"23";"[[2, 1], [2, 1], [5, 1], [5, 1], [8, 1], [8, 1], [10, 1], [10, 1], [16, 1], [3, 2], [3, 2], [4, 2], [4, 2], [4, 2], [7, 3], [5, 4], [16, 4], [10, 5], [16, 5], [16, 12]]";"20"
"35";"37";"[[1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [5, 1], [7, 1], [8, 1], [9, 1], [10, 1], [34, 1], [34, 1], [34, 1], [3, 2], [9, 3], [32, 3], [25, 4], [34, 4], [34, 9], [34, 14]]";"20"
"33";"33";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [8, 1], [11, 1], [14, 1], [7, 2], [16, 2], [26, 2], [7, 3], [25, 3], [7, 4], [26, 4], [28, 8], [28, 8], [33, 8]]";"20"
"31";"17";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [6, 1], [7, 1], [15, 1], [15, 1], [2, 2], [4, 2], [6, 2], [12, 2], [6, 4], [12, 6], [16, 6], [15, 15]]";"20"
"31";"30";"[[1, 1], [1, 1], [1, 1], [3, 1], [9, 1], [15, 1], [16, 1], [16, 1], [20, 1], [8, 2], [16, 2], [8, 3], [16, 3], [16, 3], [8, 4], [14, 5], [16, 5], [8, 6], [15, 14], [16, 15]]";"20"
"30";"36";"[[1, 1], [2, 1], [5, 1], [5, 1], [5, 1], [5, 1], [11, 1], [16, 1], [25, 1], [5, 2], [4, 4], [10, 4], [13, 4], [22, 4], [25, 4], [9, 6], [9, 7], [18, 9], [13, 12], [22, 12]]";"20"
"20";"36";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [12, 1], [16, 1], [16, 1], [8, 2], [9, 2], [12, 3], [5, 4], [7, 4], [14, 4], [16, 4], [16, 5], [21, 16]]";"20"
"20";"29";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [8, 1], [14, 1], [19, 1], [4, 2], [15, 2], [28, 2], [12, 3], [16, 3], [8, 4], [27, 4], [28, 7]]";"20"
"31";"30";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [16, 1], [15, 2], [16, 2], [4, 4], [4, 4], [7, 4], [16, 5], [14, 6], [8, 8], [15, 8], [14, 10], [19, 15]]";"20"
"25";"16";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [6, 1], [7, 1], [9, 1], [3, 2], [4, 2], [5, 2], [8, 2], [11, 4], [11, 5], [16, 14]]";"20"
"16";"24";"[[1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [10, 1], [10, 1], [14, 1], [14, 1], [20, 1], [3, 2], [9, 2], [9, 2], [3, 3], [4, 3], [6, 3], [6, 3], [9, 8], [13, 10]]";"20"
"29";"32";"[[1, 1], [1, 1], [5, 1], [6, 1], [6, 1], [7, 1], [13, 1], [13, 1], [13, 1], [5, 2], [7, 2], [5, 3], [10, 3], [13, 3], [13, 4], [9, 5], [13, 6], [13, 10], [22, 11], [16, 13]]";"20"
"20";"35";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [6, 1], [11, 1], [13, 1], [2, 2], [3, 2], [11, 3], [20, 3], [4, 4], [6, 4], [11, 4], [24, 7], [11, 8], [24, 9]]";"20"
"19";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [7, 1], [9, 1], [13, 1], [3, 2], [7, 3], [9, 3], [7, 4], [7, 6], [13, 9]]";"20"
"38";"27";"[[1, 1], [2, 1], [3, 1], [5, 1], [5, 1], [13, 1], [19, 1], [27, 1], [3, 2], [5, 2], [13, 3], [19, 3], [4, 4], [7, 4], [18, 4], [18, 4], [7, 6], [30, 6], [13, 9], [24, 13]]";"20"
"39";"38";"[[1, 1], [2, 1], [3, 1], [5, 1], [6, 1], [7, 1], [9, 1], [13, 1], [21, 1], [24, 1], [25, 1], [34, 1], [38, 1], [38, 2], [34, 5], [20, 6], [33, 6], [20, 8], [34, 11], [14, 14]]";"20"
"40";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [8, 1], [9, 1], [39, 1], [30, 2], [30, 3], [9, 4], [37, 8]]";"20"
"24";"26";"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [8, 1], [8, 1], [9, 1], [12, 1], [16, 1], [10, 2], [9, 5], [14, 7], [10, 8], [21, 8], [14, 9]]";"20"
"16";"34";"[[1, 1], [2, 1], [2, 1], [2, 1], [5, 1], [5, 1], [5, 1], [30, 1], [34, 1], [6, 2], [6, 2], [27, 2], [3, 3], [6, 3], [13, 3], [17, 3], [27, 3], [5, 4], [6, 5], [22, 6]]";"20"
"18";"30";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [7, 1], [9, 1], [11, 1], [15, 1], [15, 1], [2, 2], [2, 2], [29, 5], [11, 6], [22, 11]]";"20"
"25";"34";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [5, 1], [8, 1], [9, 1], [9, 1], [11, 2], [5, 5], [23, 5], [33, 9], [15, 11], [15, 11]]";"20"
"39";"11";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [6, 1], [6, 1], [9, 1], [13, 1], [16, 1], [18, 1], [20, 1], [32, 1], [38, 1], [16, 2], [22, 3], [38, 4]]";"20"
"27";"22";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [6, 1], [7, 1], [7, 1], [8, 1], [11, 1], [16, 1], [22, 1], [4, 2], [6, 2], [7, 2], [11, 2], [9, 7], [11, 8], [13, 8], [14, 14]]";"20"
"13";"34";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [10, 1], [11, 1], [24, 1], [2, 2], [3, 2], [5, 2], [5, 2], [17, 3], [34, 3], [8, 6], [26, 6]]";"20"
"15";"21";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [5, 1], [6, 1], [11, 1], [6, 2], [21, 2], [4, 4], [5, 4], [5, 4], [6, 4], [6, 4], [9, 4], [9, 4], [9, 5]]";"20"
"37";"20";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [6, 1], [16, 1], [20, 1], [4, 2], [14, 2], [20, 7], [20, 10], [19, 16]]";"20"
"21";"25";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [10, 1], [11, 1], [16, 1], [15, 2], [16, 2], [8, 3], [15, 3], [20, 16]]";"20"
"30";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [7, 1], [7, 1], [7, 1], [8, 1], [8, 1], [9, 1], [9, 1], [14, 1], [16, 1], [19, 3], [13, 6], [25, 6], [25, 8], [13, 13]]";"20"
"26";"28";"[[1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [9, 1], [9, 1], [12, 1], [12, 1], [7, 2], [16, 2], [27, 2], [15, 4], [16, 4], [14, 6], [12, 8], [15, 8], [14, 10]]";"20"
"27";"34";"[[1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [4, 1], [7, 1], [9, 1], [2, 2], [2, 2], [4, 2], [5, 2], [10, 3], [7, 4], [8, 4], [9, 4], [20, 4], [20, 7], [13, 10], [24, 16]]";"20"
"32";"32";"[[2, 1], [2, 1], [2, 1], [5, 1], [5, 1], [8, 1], [9, 1], [9, 1], [16, 1], [2, 2], [6, 2], [7, 2], [8, 2], [20, 3], [21, 4], [13, 8], [13, 9], [16, 10], [13, 11], [21, 12]]";"20"
"27";"33";"[[1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [5, 1], [16, 1], [2, 2], [4, 2], [4, 2], [4, 2], [6, 2], [9, 2], [5, 4], [22, 4], [15, 5], [16, 6], [22, 7], [33, 11]]";"20"
"19";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [7, 1], [8, 1], [13, 1], [15, 1], [15, 1], [12, 3], [18, 4], [15, 12]]";"20"
"22";"22";"[[1, 1], [2, 1], [2, 1], [2, 1], [5, 1], [6, 1], [6, 1], [13, 1], [2, 2], [2, 2], [4, 2], [4, 2], [4, 2], [8, 2], [11, 2], [6, 3], [16, 5], [13, 6], [14, 6], [13, 9]]";"20"
"22";"27";"[[1, 1], [4, 1], [6, 1], [6, 1], [10, 1], [13, 1], [2, 2], [2, 2], [3, 2], [8, 2], [8, 2], [10, 2], [13, 2], [7, 3], [6, 4], [8, 4], [26, 6], [8, 7], [8, 7], [13, 9]]";"20"
"15";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [10, 1], [6, 2], [9, 2], [5, 3], [15, 3], [4, 4], [8, 4], [19, 4], [6, 6]]";"20"
"26";"33";"[[4, 1], [4, 1], [4, 1], [5, 1], [6, 1], [6, 1], [12, 1], [12, 1], [16, 1], [6, 2], [9, 2], [16, 2], [33, 2], [5, 4], [6, 4], [5, 5], [7, 6], [22, 7], [27, 8], [20, 9]]";"20"
"11";"36";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [10, 1], [15, 1], [25, 1], [36, 1], [36, 1], [10, 2], [36, 2], [15, 5], [17, 5]]";"20"
"34";"18";"[[1, 1], [6, 1], [6, 1], [7, 1], [8, 1], [8, 1], [8, 1], [13, 1], [13, 1], [18, 1], [20, 1], [20, 1], [33, 1], [33, 1], [10, 2], [8, 3], [13, 6], [18, 6], [18, 6], [10, 8]]";"20"
"39";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [9, 1], [11, 1], [36, 1], [37, 1], [38, 1], [38, 1], [36, 2], [36, 3], [36, 6]]";"20"
"21";"26";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 1], [5, 1], [8, 1], [8, 1], [9, 1], [16, 1], [25, 1], [14, 4], [25, 4], [16, 8], [14, 12]]";"20"
"14";"28";"[[1, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [7, 1], [18, 1], [2, 2], [4, 2], [5, 2], [18, 2], [20, 2], [21, 2], [17, 3], [6, 4], [9, 4], [22, 4]]";"20"
"34";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [6, 1], [8, 1], [2, 2], [5, 2], [5, 3], [10, 3], [23, 3], [8, 4], [9, 4], [11, 4], [31, 7], [18, 9]]";"20"
"40";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [8, 1], [9, 1], [39, 1], [39, 1], [2, 2], [22, 2], [39, 4], [19, 10], [20, 10]]";"20"
"28";"11";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [16, 1], [16, 1], [16, 1], [4, 2], [4, 2], [6, 3], [6, 3], [4, 4], [8, 4], [6, 5], [6, 6], [9, 7]]";"20"
"16";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [12, 1], [12, 1], [13, 1], [2, 2], [6, 3], [13, 3], [6, 4], [6, 4], [6, 6]]";"20"
"40";"31";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [5, 1], [7, 1], [8, 1], [15, 1], [16, 1], [20, 1], [39, 7], [37, 8], [15, 15], [24, 15]]";"20"
"26";"23";"[[4, 1], [8, 1], [9, 1], [9, 1], [9, 1], [10, 1], [10, 1], [16, 1], [2, 2], [4, 2], [9, 2], [10, 2], [16, 2], [22, 2], [9, 3], [6, 4], [16, 4], [7, 6], [12, 6], [21, 8]]";"20"
"20";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [7, 1], [4, 2], [5, 2], [4, 4], [5, 4], [9, 6], [9, 7], [9, 8]]";"20"
"21";"14";"[[1, 1], [3, 1], [5, 1], [7, 1], [7, 1], [7, 1], [9, 1], [9, 1], [14, 1], [14, 1], [14, 1], [16, 1], [2, 2], [4, 2], [8, 2], [10, 2], [14, 2], [14, 2], [14, 2], [14, 4]]";"20"
"38";"20";"[[2, 1], [2, 1], [4, 1], [4, 1], [8, 1], [10, 1], [10, 1], [16, 1], [17, 1], [20, 1], [24, 1], [24, 1], [37, 1], [4, 2], [5, 2], [12, 6], [25, 6], [9, 8], [13, 10], [14, 10]]";"20"
"23";"10";"[[1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [6, 1], [6, 1], [7, 1], [3, 2], [4, 2], [6, 2], [7, 2], [4, 3], [6, 3], [4, 4], [5, 4], [6, 4], [6, 4], [6, 6]]";"20"
"22";"17";"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [9, 1], [14, 1], [16, 1], [16, 1], [4, 2], [5, 2], [7, 2], [8, 2], [9, 5], [6, 6], [8, 6], [8, 6], [12, 6]]";"20"
"19";"29";"[[1, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [5, 1], [5, 1], [6, 1], [7, 1], [11, 1], [11, 1], [11, 1], [10, 2], [7, 3], [10, 3], [12, 3], [17, 6], [16, 7], [15, 10]]";"20"
"30";"26";"[[1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [6, 1], [7, 1], [8, 1], [8, 1], [9, 1], [10, 1], [13, 1], [16, 1], [16, 1], [16, 1], [16, 1], [19, 3], [26, 6], [26, 7], [19, 13]]";"20"
"19";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [5, 1], [6, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [16, 1], [8, 2], [16, 3], [16, 5]]";"20"
"10";"22";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [6, 1], [7, 1], [8, 1], [8, 1], [9, 1], [10, 1], [17, 1], [19, 1], [22, 5]]";"20"
"24";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [6, 1], [8, 1], [8, 1], [16, 1], [17, 1], [6, 3], [8, 3], [8, 4], [8, 4], [17, 4], [17, 11]]";"20"
"26";"30";"[[1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [12, 1], [16, 1], [4, 2], [6, 2], [8, 4], [19, 4], [9, 6], [10, 6], [10, 7], [10, 9], [10, 10], [19, 12]]";"20"
"31";"11";"[[2, 1], [4, 1], [5, 1], [5, 1], [6, 1], [10, 1], [10, 1], [10, 1], [10, 1], [10, 1], [15, 1], [4, 2], [16, 2], [4, 3], [6, 3], [4, 4], [8, 4], [16, 4], [6, 6], [6, 6]]";"20"
"24";"36";"[[2, 1], [5, 1], [8, 1], [8, 1], [8, 1], [9, 1], [16, 1], [16, 1], [16, 1], [17, 1], [11, 2], [16, 2], [9, 3], [6, 5], [15, 5], [11, 7], [11, 7], [26, 7], [9, 8], [15, 11]]";"20"
"18";"34";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [5, 1], [6, 1], [6, 1], [6, 1], [8, 1], [14, 1], [14, 1], [9, 2], [19, 2], [7, 6], [13, 6], [20, 6], [8, 8], [20, 9]]";"20"
"16";"34";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [6, 1], [7, 1], [10, 1], [2, 2], [4, 2], [10, 2], [18, 2], [24, 2], [24, 2], [9, 3], [9, 4], [10, 6], [22, 10]]";"20"
"17";"36";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [8, 1], [12, 1], [14, 1], [16, 1], [16, 1], [32, 4], [32, 5], [32, 7]]";"20"
"31";"26";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [7, 1], [8, 1], [11, 1], [15, 1], [16, 1], [16, 1], [16, 1], [2, 2], [11, 3], [10, 6], [10, 9], [16, 15], [17, 16]]";"20"
"15";"35";"[[1, 1], [3, 1], [4, 1], [5, 1], [5, 1], [14, 1], [16, 1], [19, 1], [21, 1], [35, 1], [3, 2], [10, 2], [25, 2], [35, 2], [4, 3], [4, 3], [5, 3], [9, 3], [35, 4], [10, 5]]";"20"
"10";"22";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [19, 1], [22, 1], [22, 1], [3, 2], [3, 2], [14, 2], [22, 2], [19, 3]]";"20"
"30";"33";"[[3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [7, 1], [8, 1], [16, 1], [4, 2], [4, 3], [4, 3], [10, 3], [16, 3], [7, 4], [18, 4], [6, 5], [8, 6], [18, 9], [14, 13], [22, 14]]";"20"
"16";"26";"[[1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [6, 1], [20, 1], [4, 2], [6, 2], [7, 2], [21, 2], [3, 3], [5, 3], [6, 3], [26, 3], [5, 4], [6, 4], [7, 4], [17, 4], [7, 6]]";"20"
"18";"20";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [8, 1], [8, 2], [16, 6], [16, 6], [14, 8]]";"20"
"37";"11";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [11, 1], [11, 1], [25, 1], [25, 1], [36, 1], [36, 1], [36, 1], [4, 2], [11, 2], [20, 2], [26, 2], [26, 2], [10, 4]]";"20"
"35";"19";"[[1, 1], [1, 1], [2, 1], [7, 1], [10, 1], [15, 1], [18, 1], [21, 1], [21, 1], [34, 1], [34, 1], [7, 2], [10, 2], [34, 2], [34, 2], [9, 3], [15, 4], [19, 4], [10, 6], [18, 6]]";"20"
"35";"38";"[[8, 1], [8, 1], [9, 1], [20, 1], [24, 1], [24, 1], [29, 1], [34, 1], [4, 2], [16, 2], [20, 3], [34, 3], [4, 4], [5, 4], [6, 4], [6, 4], [21, 4], [6, 6], [24, 9], [24, 23]]";"20"
"38";"26";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [7, 1], [7, 1], [8, 1], [16, 1], [21, 1], [35, 6], [35, 20]]";"20"
"14";"10";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [4, 3], [5, 3], [10, 6]]";"20"
"32";"17";"[[2, 1], [3, 1], [8, 1], [8, 1], [13, 1], [16, 1], [4, 2], [4, 2], [8, 2], [8, 2], [9, 2], [16, 2], [8, 3], [16, 3], [16, 3], [5, 4], [7, 4], [8, 7], [8, 8], [12, 9]]";"20"
"36";"27";"[[1, 1], [7, 1], [9, 1], [10, 1], [20, 1], [22, 1], [23, 1], [23, 1], [25, 1], [35, 1], [9, 2], [17, 2], [18, 2], [23, 2], [23, 2], [5, 3], [9, 3], [23, 5], [20, 7], [20, 16]]";"20"
"29";"37";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [5, 1], [8, 1], [9, 1], [11, 1], [11, 1], [10, 2], [5, 3], [9, 4], [7, 5], [7, 6], [9, 6], [13, 10], [26, 13], [22, 16]]";"20"
"17";"33";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [11, 1], [11, 1], [16, 1], [26, 1], [11, 2], [28, 3], [28, 5], [28, 8]]";"20"
"32";"16";"[[1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [6, 1], [6, 1], [8, 1], [9, 1], [10, 1], [12, 1], [15, 1], [16, 1], [16, 1], [16, 1], [7, 2], [15, 3], [16, 4], [14, 7], [15, 11]]";"20"
"11";"22";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [6, 1], [6, 1], [6, 1], [9, 1], [10, 1], [22, 1], [5, 3], [15, 3], [6, 4], [6, 4], [10, 5]]";"20"
"27";"15";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [8, 1], [8, 1], [14, 1], [14, 1], [15, 1], [16, 1], [4, 2], [12, 2], [15, 2], [4, 3], [10, 3], [7, 5], [10, 7], [16, 7]]";"20"
"23";"39";"[[4, 1], [4, 1], [7, 1], [13, 1], [13, 1], [16, 1], [16, 1], [29, 1], [3, 2], [6, 2], [4, 3], [7, 3], [25, 3], [29, 3], [22, 5], [7, 6], [9, 7], [9, 7], [8, 8], [16, 15]]";"20"
"23";"14";"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [6, 1], [8, 1], [8, 1], [9, 1], [16, 1], [16, 1], [4, 2], [5, 2], [7, 2], [9, 2], [5, 4], [6, 4], [16, 4], [9, 5], [7, 6]]";"20"
"37";"26";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [16, 1], [17, 1], [19, 1], [8, 4], [25, 4], [36, 6], [15, 12], [24, 15]]";"20"
"24";"34";"[[1, 1], [3, 1], [3, 1], [6, 1], [6, 1], [6, 1], [7, 1], [8, 1], [8, 1], [13, 1], [16, 1], [4, 3], [5, 3], [5, 4], [8, 4], [8, 4], [20, 5], [33, 6], [13, 10], [20, 10]]";"20"
